id,name,address,price,type1,type2,type3,type4,region,avg_price,simp_type,Districts,lon,lat
6335,Fairwood,"Tin Ping Cooked Food Centre, Stall No. 1-6, Tin Ping Estate,, Sheung Shui",Below $50,Hong Kong Style,Fast Food,Cooked Food Center,,Sheung Shui,40,Hong Kong,North,114.1260991,22.5112008
6336,Tai Lee Restaurant,"G/F, 23 Fu Hing St, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.1291015,22.5043112
6337,Sharetea,"Shop 2001, Sheung Shui Centre, Sheung Shui",Below $50,Taiwan,Taiwanese Drink,Takeaway,,Sheung Shui,40,Chinese,North,114.1293334,22.5009606
6338,Ming Kee,"Shop 10, 2/F, Shek Wu Hui Municipal Services Building, Sheung Shui",Below $50,Guangdong,Noodles/Rice Noodles,,,Sheung Shui,40,Hong Kong,North,114.1306034,22.5019816
6339,Yokohama Janpanese Reasturant,"G/F., 105-107 San Shing Avenue, Sheung Shui",$101-$200,Japanese,All-you-can-eat,,,Sheung Shui,300,Asian,North,114.129672,22.50452
6340,TamJai SamGor Mixian,"Shop 2049-50, 2/F., Sheung Shui Centre, 3 Chi Cheong Road, Sheung Shui",Below $50,Yunnan,Noodles/Rice Noodles,,,Sheung Shui,40,Chinese,North,114.1293334,22.5009606
6341,SO GRILL,"Shop R402, 4/F, Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui",$101-$200,Korean,Japanese,BBQ,Roast Meat,Sheung Shui,300,Asian,North,114.1264568,22.5013326
6342,TamJai SamGor Mixian,"Shop 39,41-42, G/F, Royal Jubilee, 88 San Shing Avenue, Sheung Shui",Below $50,Yunnan,Noodles/Rice Noodles,,,Sheung Shui,40,Chinese,North,114.1289041,22.504771
6343,Genki Sushi,"Shop 232-237, 2/F, Metropolis Plaza, 8 Lung Wan Street, Sheung Shui",$101-$200,Japanese,Sushi/Sashimi,Sushi Bar,,Sheung Shui,300,Asian,North,114.1297509,22.5020588
6344,Domon Sapporo Ramen Domon,"Shop C, G/F, 184 Jockey Club Road, Sheung Shui",$51-$100,Japanese,Ramen,Skewer,Skewer,Sheung Shui,75,Asian,North,114.1303686,22.5042096
6345,Chui Heung Garden Restaurant,"Shop A2, Sunbo Building, 27-35 San Kan Street, Sheung Shui",$51-$100,Chiu Chow,Hot Pot,Seafood,Dai Pai Dong,Sheung Shui,75,Chinese,North,114.1279837,22.5042526
6346,Hang Lok Hin Seafood Restaurant,"Shop 1 & 2, G/F & 1/F, Hang Lock Fong, 67 Sun Hong Street, Shek Wu Market, Sheung Shui",$101-$200,Guangdong,Hot Pot,Dim Sum,Dim Sum Restaurant,Sheung Shui,300,Hong Kong,North,145.1944465,-37.6377663
6347,Uo-Show,"Shop 2002-2003, 2/F, Sheung Shui Centre, 3 Chi Cheong Road, Sheung Shui",Below $50,Japanese,Sushi/Sashimi,Takeaway,,Sheung Shui,40,Asian,North,114.1293334,22.5009606
6348,Starbucks Coffee,"Area A, 5/F, Landmark North, 39 Lung Sum Avenue, Sheung Sui, Sheung Shui",Below $50,American,Salad,Coffee Shop,Casual Drink,Sheung Shui,40,Western,North,114.1260991,22.5112008
6349,Taipan Bread & Cakes,"71 Kang Street, Sheung Shui",Below $50,Western,Bakery,,,Sheung Shui,40,Western,North,114.1472652,22.3392571
6350,Taipan Bread & Cakes,"Shop 101, G/F, Metropolis Plaza, 8 Lung Wan Street, Sheung Shui",Below $50,Western,Bakery,,,Sheung Shui,40,Western,North,114.1292912,22.5016194
6351,Maxim's Cake Shop,"Shop G02, G/F, Spot, 48 Lung Sum Avenue, Sheung Shui",Below $50,Hong Kong Style,Bakery,,,Sheung Shui,40,Hong Kong,North,114.1291012,22.5029913
6352,Kee Wah,"Shop 211, 2/F, Lankmark North, 39 Lung Sum Avenue, Sheung Shui",Below $50,Hong Kong Style,Bakery,Chinese Cake,,Sheung Shui,40,Hong Kong,North,114.127894,22.502596
6353,McCafe,__________8______________106D ____,Below $50,American,Bakery,Coffee Shop,,Sheung Shui,40,Western,North,114.0531158,22.3425558
6354,Cafe 100%,"Shop 124-126, G/F, Tin Ping Shopping Centre, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.1260991,22.5112008
6355,McCafe,________________R36__R37____,Below $50,American,Bakery,Coffee Shop,,Sheung Shui,40,Western,North,114.1261688,22.5005276
6356,Pier 88,"Levels 1 and 2 of the Podium of Lung Fung Garden, 33 Lung Sum Avenue, Sheung Shui",$101-$200,Guangdong,Hot Pot,Seafood,Dim Sum,Sheung Shui,300,Hong Kong,North,114.129449,22.502804
6357,Maxim's Cake Shop,"Shop 104, 1/F, Metroprlis Plaza, 8 Lung Wan Street, Sheung Shui",Below $50,Hong Kong Style,Bakery,,,Sheung Shui,40,Hong Kong,North,114.1292409,22.5021208
6358,Yeung Wo Tong,"Shop F, 26-28 Lung Sum Avenue, Sheung Shui",Below $50,Guangdong,Herbal Tea,,,Sheung Shui,40,Hong Kong,North,114.1294543,22.5032869
6359,Ocean Empire Food Shop,"Shop 2-3, 2/F, Town Centre Shopping Mall, 9 Chi Cheong Road, Sheung Shui",Below $50,Hong Kong Style,Congee,,,Sheung Shui,40,Hong Kong,North,114.131957,22.500954
6360,Shodoshima,"Shop 22-23, 3/F, Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui",$51-$100,Japanese,Sushi/Sashimi,Udon,Food Wise Eateries,Sheung Shui,75,Asian,North,114.1264568,22.5013326
6361,Hung Lee,"G/F, 42 Lung Sum Avenue, Sheung Shui",Below $50,Sichuan,Noodles/Rice Noodles,Tea Restaurant,,Sheung Shui,40,Chinese,North,114.1284945,22.5029746
6362,McDonald's,"Shop 12-19, 2/F, Sheung Shui Town Centre, 9 Chu Cheong Road, Sheung Shui",Below $50,American,Hamburger,Fast Food,,Sheung Shui,40,Western,North,114.1313535,22.501923
6363,Ajisen Ramen,"Shops 401, 4/F, Spot, 48 Lung Sum Avenue, Shek Wu Hui, Sheung Shui",$51-$100,Japanese,Ramen,,,Sheung Shui,75,Asian,North,114.1260991,22.5112008
6364,Pizza-Box,__________8______________4C__,$51-$100,Italian,Pizza,Takeaway,Snack Shop & Deli,Sheung Shui,75,Western,North,114.0531158,22.3425558
6365,Fung Kee Noodles House,"G/F, 24 San Cheung Street, Sheung Shui",Below $50,Chiu Chow,Hong Kong Style,Noodles/Rice Noodles,Wonton/Dumpling,Sheung Shui,40,Chinese,North,114.1292565,22.5038302
6366,Tsui wing,"Shop B2 G/F Shun Lee Bldg Nos.4 San Fung Avenue Shek Wu Hui, Sheung Shui",$101-$200,Yunnan,Noodles/Rice Noodles,Chicken Hot Pot,,Sheung Shui,300,Chinese,North,114.1260991,22.5112008
6367,Shing Fat Coffee & Cake Shop,"G/F, 24 San Hong St ,, Sheung Shui",Below $50,Hong Kong Style,Coffee Shop,Tea Restaurant,,Sheung Shui,40,Hong Kong,North,114.1281901,22.5046765
6368,C'est la vie,"1/F., 184 Jockey Club Road, Sheung Shui",$51-$100,Western,Bakery,Dessert,Coffee Shop,Sheung Shui,75,Western,North,114.1303686,22.5042096
6369,Living Kitchen,"G/F, 21 San Cheung Street, Sheung Shui",$101-$200,Western,Dessert,Cake,Western Restaurant,Sheung Shui,300,Western,North,114.1293243,22.5038428
6370,Osa,"Shop 38-41 & 45, 3/F, Choi Yuen Shopping Centre, Sheung Shui",Below $50,Bakery,,,,Sheung Shui,40,Others,North,-82.052407,26.6540072
6371,Fu Yuen Favourite Congee & Noodle Restaurant,"Shop 14, Ching Ho Shopping Centre, Ching Ho Estate, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.1260991,22.5112008
6372,Fairwood,"Shop 405-406, Level 4, Landmark North,  39 Lung Sum Avenue, Shek Wu Hui, Sheung Shui",Below $50,Hong Kong Style,,,,Sheung Shui,40,Hong Kong,North,114.1260991,22.5112008
6373,Sing Wan Catering Ltd.,"Shop 3A, G/F ,Sunningdale Garden,  8 Chi Cheong Road, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.1320896,22.5015554
6374,Old Clubhouse Restaurant and Bar,"Beas River Country Club, Kam Tsin Village, Sheung Shui",$101-$200,International,,,,Sheung Shui,300,International,North,114.1260991,22.5112008
6375,Chiu Hing Mong,"G/F, 180 Jockey Club Rd, Sheung Shui",Below $50,Chiu Chow,Noodles/Rice Noodles,Tea Restaurant,,Sheung Shui,40,Chinese,North,114.1302938,22.5046262
6376,Full Gold Seafood Restaurant,"Shop 15, Ching Ho Estate Shopping Centre, Sheung Shui",$51-$100,Hong Kong Style,Dim Sum,Dim Sum Restaurant,,Sheung Shui,75,Hong Kong,North,114.1260991,22.5112008
6377,Cafde Coral,"G/F, 140 San Fung Avenue, Sheung Shui",Below $50,Hong Kong Style,Meatless Menu,Fast Food,,Sheung Shui,40,Hong Kong,North,114.1266425,22.5031792
6378,Kentucky Fried Chicken,"Shop 502, 5/F, 48 Lung Sum Avenue, Sheung Shui",Below $50,American,Fast Food,,,Sheung Shui,40,Western,North,114.1291012,22.5029913
6379,Super Super Congee & Noodle,"Shop 501, 5/F, 48 Lung Sum Avenue, Sheung Shui",Below $50,Hong Kong Style,Noodles/Rice Noodles,Congee,Fast Food,Sheung Shui,40,Hong Kong,North,114.1291012,22.5029913
6380,Hop Shing Cafe,"G/F, 14 San Shing Avenue, Sheung Shui",Below $50,Hong Kong Style,Noodles/Rice Noodles,Tea Restaurant,,Sheung Shui,40,Hong Kong,North,114.1275492,22.5061252
6381,Appolo,"Shop 12, Ching Ho Shopping Centre, Ching Ho Estate, Sheung Shui",Below $50,Hong Kong Style,Ice Cream/yogurt,,,Sheung Shui,40,Hong Kong,North,114.1260991,22.5112008
6382,Sakurashima Bakery,__________74__,Below $50,Hong Kong Style,Bakery,,,Sheung Shui,40,Hong Kong,North,-76.1053794,43.4647041
6383,Hung Fook Tong,"Shop 2002, 2/F, Sheung Shui Centre, Sheung Shui",Below $50,Guangdong,Herbal Tea,Herbal Cuisine,,Sheung Shui,40,Hong Kong,North,114.1293334,22.5009606
6384,Ying Kee Restaurant,"G/F, 12 San Kan Street, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.127886,22.5041528
6385,Wing Tai Restaurant,"G/F, 47 San Shing Ave, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.1284626,22.5055241
6386,Tezukuri No Mise,"Shop 1043, G/F, Sheung Shui Centre, Sheung Shui",Below $50,Japanese,Ice Cream/yogurt,,,Sheung Shui,40,Asian,North,114.1293334,22.5009606
6387,Cheers Cafe,__________9__________________B__,Below $50,Coffee Shop,Social Enterprise Restaurant,,,Sheung Shui,40,Others,North,114.0486709,22.4497825
6388,NATURAL TASTE STEAM SEAFOOD,"Shop 1&5, 1/F, Royal Jubilee, 88 San Shing Avenue, Shek Wu Hui, Sheung Shui",$201-$400,Hong Kong Style,Hot Pot,Seafood,Dim Sum,Sheung Shui,150,Hong Kong,North,145.1944465,-37.6377663
6389,Fay Chai Kee,"G/F, 13A Tsun Fu Street, Sheung Shui",Below $50,Hong Kong Style,Takeaway,Snack Shop & Deli,,Sheung Shui,40,Hong Kong,North,114.1274393,22.5051033
6390,PUB 007 007,"G/F, 7 San Kin Street, Sheung Shui",$101-$200,Western,Bar,,,Sheung Shui,300,Western,North,114.1274219,22.5057066
6391,Tak Wo Restaurant,"Shop 113, G/F, Choi Chu House, Choi Yuen Estate, Sheung Shui",Below $50,Hong Kong Style,Stir-Fry,,,Sheung Shui,40,Hong Kong,North,114.1260991,22.5112008
6392,Hoi Tin Tong,"G/F, 13 Fu Hing St, Sheung Shui",Below $50,Guangdong,Herbal Tea,,,Sheung Shui,40,Hong Kong,North,114.129186,22.5043881
6393,Wing Loy Snacks,"G/F, 139E San Shing, Sheung Shui",Below $50,Hong Kong Style,Food Stall Noodles,Tea Restaurant,Snack Shop & Deli,Sheung Shui,40,Hong Kong,North,114.1301305,22.5038879
6394,Fat Kee Restaurant,"G/F, 74 Lung Sum Ave ,, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.1288308,22.5029439
6395,Advanced Technology Food Ctr,"G/F, Advanced Technology Ctr, 2 Choi Fat St, Sheung Shui",Below $50,Hong Kong Style,Noodles/Rice Noodles,Tea Restaurant,,Sheung Shui,40,Hong Kong,North,114.1214635,22.504737
6396,Sushi 88 Japanese Restaurant,"Shop A, 3/F, 29 San Fung Avenue, Sheung Shui",Below $50,Japanese,,,,Sheung Shui,40,Asian,North,114.1269975,22.5058317
6397,Imperial Bird's Nest,"Shop 2053A, L2, Sheung Shui Centre, 3 Chi Cheong Road, Sheung Shui",Below $50,Hong Kong Style,,,,Sheung Shui,40,Hong Kong,North,114.129955,22.500872
6398,First Edible Nest,"Shop 2047, 2/F, Sheung Shui Centre, Sheung Shui",$101-$200,Guangdong,Dessert,Fine Dried Seafood,,Sheung Shui,300,Hong Kong,North,114.1293334,22.5009606
6399,Home of Swallows,"4/F, Landmark North, 39 Lung Sum Avenue, Sheung Shui",$51-$100,Hong Kong Style,Dessert,,,Sheung Shui,75,Hong Kong,North,114.127894,22.502596
6400,Tiger Chef,"Shop L6, 2/F, Kwu Tung Market, Kwu Tung Market, Sheung Shui",Below $50,Thai,Tea Restaurant,,,Sheung Shui,40,Asian,North,114.1260991,22.5112008
6401,Gong Cha,"G/F, Block A, Lung Fung Garden, 33 Lung Sum Road, Sheung Shui",Below $50,Taiwan,Taiwanese Drink,Takeaway,,Sheung Shui,40,Chinese,North,114.129807,22.5031109
6402,Wah Heung Chicken,"Shop E, G/F, 2 Lung Sum Avenue, Sheung Shui",$51-$100,Guangdong,Chinese BBQ,Big Bowl Feast,Stir-Fry,Sheung Shui,75,Hong Kong,North,114.1301139,22.5038516
6403,Be,"Shop A, G/F, 2 San Cheung Street, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.1297141,22.5042427
6404,Innolife Juice Bar,"DD100, Tsiu Keng Road, Lam Tsuen, Sheung Shui",Below $50,Hong Kong Style,Western,Taiwanese Drink,Herbal Cuisine,Sheung Shui,40,Hong Kong,North,114.1260991,22.5112008
6405,Kam Sui(JiangSu) Hairy Crab,"Block B, 60 Lung Sham Ave, Sheung Shui",$51-$100,Jiang-Zhe,Shanghai Hairy Crab,Crab Specialty,,Sheung Shui,75,Chinese,North,114.1289753,22.5029605
6406,Lo Hong Ka,"Shop 1030, 2/F, Sheung Shui Centre, 3 Chi Cheong Road, Sheung Shui",$51-$100,Guangdong,Dessert,,,Sheung Shui,75,Hong Kong,North,114.1293334,22.5009606
6407,Hoi Tin Tong,"Shop16,3/F,Choi Yuen Shopping Centre, Sheung Shui",Below $50,Guangdong,Herbal Tea,,,Sheung Shui,40,Hong Kong,North,114.1260991,22.5112008
6408,Hing Kee Roasted Meat Shop,"Shop 13, 2/F, Shek Wu Hui Municipal Services Building, Sheung Shui",Below $50,Hong Kong Style,Chinese BBQ,,,Sheung Shui,40,Hong Kong,North,114.1306034,22.5019816
6409,KMB Staff Canteen,"Landmark North Bus Terminal, 39 Lung Sum Avenue, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.127894,22.502596
6410,Aji Ichiban,__________________ 72 ______,Below $50,Hong Kong Style,Snack Shop & Deli,,,Sheung Shui,40,Hong Kong,North,-76.1028879,43.464475
6411,Aji Ichiban,__________ 39 __________ 408 ____,Below $50,Hong Kong Style,Snack Shop & Deli,,,Sheung Shui,40,Hong Kong,North,-76.1033754,43.4722904
6412,Wing Wah Cake Shop,"G/F., 72 Lung Sum Ave., Sheung Shui",Below $50,Hong Kong Style,Bakery,Chinese Cake,,Sheung Shui,40,Hong Kong,North,114.1288525,22.5029443
6413,Bee Cheng Hiang,"Shop SHS4, Sheung Shui Station, Sheung Shui",Below $50,Singaporean,BBQ,Snack Shop & Deli,,Sheung Shui,40,Asian,North,114.1260991,22.5112008
6414,Ice cream & Sundaes,"G/F, 118 Choi Yuen Road, Sheung Shui",Below $50,Hong Kong Style,Food Stall Noodles,Dessert,Fast Food,Sheung Shui,40,Hong Kong,North,114.1257624,22.5011044
6415,Wing Wah,"Shop G3B,Choi Yuen Plaza,Sheung Shui,NT , Sheung Shui",Below $50,Hong Kong Style,Bakery,Chinese Cake,,Sheung Shui,40,Hong Kong,North,114.126343,22.5007944
6416,Tai Cheong Bakery,"Restaurant on Levels 1 and 2, Podium of Lung Fung Garden, 33, Lung Sum Avenue, Sheung Shui",Below $50,Hong Kong Style,Bakery,,,Sheung Shui,40,Hong Kong,North,114.129449,22.502804
6417,Lok Yuen,"G/F, 1E San Kin St ,, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.127348,22.505845
6418,San Fat Restaurant,__________,Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.109497,22.396428
6419,Victoria Harbour Roasted Goose Seafood Restaurant,____________________2__2092__,$101-$200,Guangdong,Hot Pot,Seafood,Dim Sum,Sheung Shui,300,Hong Kong,North,114.2092899,22.3536038
6420,McDonald's,"106-110 San Fung Ave,, Sheung Shui",Below $50,American,Hamburger,Fast Food,,Sheung Shui,40,Western,North,114.1266,22.504068
6421,Cutie Bakery,"Shop 11, Ching Ho Shopping Centre, Ching Ho Estate, Sheung Shui",Below $50,Hong Kong Style,Bakery,,,Sheung Shui,40,Hong Kong,North,114.125211,22.493115
6422,Ar Yung Snack,"G/F, 10 San Cheung St, Sheung Shui",Below $50,Hong Kong Style,Snack Shop & Deli,,,Sheung Shui,40,Hong Kong,North,114.129548,22.504093
6423,Sushi Take Out,"Shop 8, Exit B2, Sheung Shui MTR Station, Sheung Shui",Below $50,Japanese,Sushi/Sashimi,Takeaway,,Sheung Shui,40,Asian,North,114.1260991,22.5112008
6424,PHD,"Shop G13-16, G/F, Choi Yuen Commercial Complex, Choi Yuen Estate, Sheung Shui",$51-$100,Italian,Pizza,Takeaway,,Sheung Shui,75,Western,North,114.1260991,22.5112008
6425,Sushi Express,"Shop 101, 1/F, Spot, 48 Lung Sum Avenue, Sheung Shui",$51-$100,Japanese,Sushi/Sashimi,Sushi Bar,,Sheung Shui,75,Asian,North,114.1291012,22.5029913
6426,Maxim's MXMX,"Shop SHS9, Sheung Shui Station, Sheung Shui",Below $50,Hong Kong Style,Fast Food,,,Sheung Shui,40,Hong Kong,North,114.1260991,22.5112008
6427,Ying Fat Restaurant,"G/F, 77 San Fung Ave, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.126819,22.504278
6428,Tai Hing,"Shop 501, 5/F, Landmark North, 39 Lung Sum Avenue, Sheung Shui",$51-$100,Hong Kong Style,Chinese BBQ,Tea Restaurant,Food Wise Eateries,Sheung Shui,75,Hong Kong,North,114.127894,22.502596
6429,Trusty Congee King,"Shop 2038,  2/F, Sheung Shui Centre Shopping Arcade, 3 Chi Cheong Road, Sheung Shui",$51-$100,Hong Kong Style,Noodles/Rice Noodles,Congee,Tea Restaurant,Sheung Shui,75,Hong Kong,North,114.129955,22.500872
6430,A 100 Restaurant A100,__________34______,Below $50,Hong Kong Style,Ramen,Steak House,Tea Restaurant,Sheung Shui,40,Hong Kong,North,114.1728422,22.2951702
6431,Perfect Roasted Goose Seafood Restaurant,"1/F, Royal Jubilee Shopping Centre, 88 San Shing Avenue, Shek Wu Hui, Sheung Shui, Sheung Shui",$101-$200,Hong Kong Style,Hot Pot,Seafood,Dim Sum Restaurant,Sheung Shui,300,Hong Kong,North,114.1260991,22.5112008
6432,Daniel's Restaurant,"M/F & G/F, Shop E, 22 Lung Sum Avenue, Sheung Shui",$51-$100,Hong Kong Style,Tea Restaurant,,,Sheung Shui,75,Hong Kong,North,-95.3458546,29.721792
6433,Chui Ming Yung Restaurant,"G/F, 44 San Fat St, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.1271903,22.5031053
6434,Da Viet,"Shop R402, 4/F, Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui",$101-$200,Vietnamese,,,,Sheung Shui,300,Asian,North,114.1264568,22.5013326
6435,Dun San,"G/F, 148C Jockey Club Rd, Sheung Shui",Below $50,Hong Kong Style,Tea Restaurant,,,Sheung Shui,40,Hong Kong,North,114.1298594,22.5048299
6436,OPPA Korean Restaurant OPPA,"Shop B2, G/F, Mei Sun Building, 4-20 Kau Hui Chik Street, Tai Po",$101-$200,Korean,Seafood,Roast Meat,,Tai Po,300,Asian,Tai Po,114.165013,22.453767
6437,Tomato Club,"G/F, On Lok Building, 1 Mei Sun Lane, Tai Po",$51-$100,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,75,Hong Kong,Tai Po,114.165364,22.452973
6438,Das Bier,"Shop 18A, G/F, Block C, Greenery Plaza, Tai Po",$101-$200,German,,,,Tai Po,300,Western,Tai Po,114.163216,22.452742
6439,so thai so good,"Shop 202, 2/F, Zone B, Tai Po Mega Mall, 9 On Pong Road, Tai Po",$51-$100,Thai,,,,Tai Po,75,Asian,Tai Po,114.169484,22.452595
6440,Chan Hon Kee,"G/F, No. 91B Wan Tau Street, Tai Po",$51-$100,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,75,Hong Kong,Tai Po,114.1681935,22.447008
6441,K Square 3 Grill & Bar,"G/F, 1 Chui Wo Lane, Tai Po",$51-$100,International,Seafood,BBQ,Skewer,Tai Po,75,International,Tai Po,114.1643906,22.4524206
6442,Wah Fai Restaurant and Cake Shop,"G/F, 17 Heung Sze Wui Square, Tai Po",Below $50,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,114.166433,22.446913
6443,Olive Cafe,"Shop 012A, G/F, Zone A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",$101-$200,Italian,International,Seafood,Pizza,Tai Po,300,Western,Tai Po,114.1694838,22.4525949
6444,Cafe Swan,"Shop 9, Tai Wo Centre, 15 Tai Wo Road, Tai Po",$51-$100,Western,Bakery,Hamburger,Coffee Shop,Tai Po,75,Western,Tai Po,114.1671128,22.3275927
6445,Xi Zhan,"Shop 010, 1/F., Uptown Plaza, 9 Nan Wan Road, Tai Po",Below $50,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,40,Hong Kong,Tai Po,114.1655064,22.4423218
6446,Pataya,__________69__A____,$51-$100,Thai,BBQ,Skewer,Outdoor,Tai Po,75,Asian,Tai Po,114.119859,22.3677374
6447,Power Shell,"Shop 9A1, G/F, Block C, Greenery Plaza, 3 Chui Yi Street, Tai Po",$101-$200,Hong Kong Style,Hakka,Seafood,Stir-Fry,Tai Po,300,Hong Kong,Tai Po,114.163216,22.452742
6448,Cafe Seoul Cafe,"Shop 8, G/F,  Block B, Greenfield Garden , Tai Po",$51-$100,Korean,,,,Tai Po,75,Asian,Tai Po,114.1655064,22.4423218
6449,Saizeriya Italian Restaurant,"Shop 423, G/F, Tai Yuen Market, 10 Ting Kok Road, Tai Po",$51-$100,Italian,Pizza,Western Restaurant,,Tai Po,75,Western,Tai Po,114.168172,22.454697
6450,K Square Restaurant & Bar,"Shop No.C, G/F, Sheung On Building, 15 Ting Kok Road, Tai Po",$101-$200,Western,International,Western Restaurant,Bar,Tai Po,300,Western,Tai Po,114.165037,22.4520835
6451,Bahia Restaurant Chung King BBQ,"101 Lung Mei Village, Ting Kok Road, Tai Po",$101-$200,Sichuan,Buffet,Skewer,BBQ Ground,Tai Po,300,Chinese,Tai Po,114.2285509,22.4722602
6452,Chung Shing Thai Restaurant,"G/F, 69 Tai Mei Tuk Village,Ting Kok Road, Tai Po",$101-$200,Thai,Drivers Friendly Dining,,,Tai Po,300,Asian,Tai Po,114.2326144,22.4727445
6453,Tsui Wing,"G/F, Flat 21, Greenery Plaza, Tai Po",$101-$200,Yunnan,Noodles/Rice Noodles,Chicken Hot Pot,,Tai Po,300,Chinese,Tai Po,114.162732,22.4529481
6454,DONDONYA SHOKUDO,"Shop 52B, 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",$51-$100,Japanese,Curry,Udon,Food Wise Eateries,Tai Po,75,Asian,Tai Po,114.168707,22.443698
6455,Fairy Tale Cafe,"G/F, 2 Yan Hing Street, Tai Po",$51-$100,International,All Day Breakfast,,,Tai Po,75,International,Tai Po,114.1644531,22.4479465
6456,Man Wah Fish Ball Noodle,"Shop C, G/F, 19 Kwong Fuk Lane, Tai Po",Below $50,Chiu Chow,Noodles/Rice Noodles,Tea Restaurant,,Tai Po,40,Chinese,Tai Po,114.1672341,22.4479441
6457,Rainbow Dessert,"G/F, 84-85 Cheong Wan Centre, Tai Po",Below $50,Hong Kong Style,Dessert,,,Tai Po,40,Hong Kong,Tai Po,114.1660776,22.442115
6458,Asahi Kawa Japanese Casual Restaurant,"Shop D, G/F, 5 Mei Sun Lane, Merit Place, Tai Po",$51-$100,Japanese,Robatayaki,Sushi/Sashimi,,Tai Po,75,Asian,Tai Po,114.1655064,22.4423218
6459,Lotus Courtyard Restaurant,"G/F, 43 Fong Ma Po, Lam Tsuen Valley, Tai Po",$201-$400,Western,Outdoor,Private Kitchen,,Tai Po,150,Western,Tai Po,114.1279524,22.4437179
6460,Sweets House Cha Cha,"Shop 273-275, 2/F, Zone B, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,Japanese,Ice Cream/yogurt,Takeaway,,Tai Po,40,Asian,Tai Po,114.1694838,22.4525949
6461,Cafe de Country Art,"64B Lung Mei Village, Tai Mei Tuk, Tai Po",$201-$400,Italian,Wine/Cigar,Pizza,Western Restaurant,Tai Po,150,Western,Tai Po,114.2303051,22.4729934
6462,Magic Dessert,"Shop J, G/F, Kwong On Building, 20-26 Wan Tau Street, Tai Po",Below $50,Hong Kong Style,Dessert,Ice Cream/yogurt,,Tai Po,40,Hong Kong,Tai Po,114.168585,22.4471129
6463,Jingle's Oyster + Grill,"Shop 4, G/F, Eightland Gardens, 2 On Chee Road, Tai Po",$51-$100,International,Wine/Cigar,Seafood,BBQ,Tai Po,75,International,Tai Po,114.166355,22.452602
6464,Man Lee,"Shop G15, Tai Po Plaza, No.1 On Tai Road, Tai Po",Below $50,Hong Kong Style,Food Stall Noodles,Snack Shop & Deli,,Tai Po,40,Hong Kong,Tai Po,114.1706992,22.4539656
6465,SzeTing Grasping Cake,"Shop A, G/F, 103 Kwong Fuk Road, Tai Po",Below $50,Taiwan,Takeaway,Snack Shop & Deli,,Tai Po,40,Chinese,Tai Po,114.1675247,22.4484059
6466,Yum Yea,"Shop 4-5, Yuet Fat Mansion, 9 Kau Hui Chik Street, Tai Po",Below $50,Hong Kong Style,Taiwanese Drink,Coffee Shop,,Tai Po,40,Hong Kong,Tai Po,114.1648885,22.4534594
6467,Sun Ming Fat Restaurant,"G/F, 7 Kwong Fuk Lane,, Tai Po",Below $50,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,114.1669713,22.4474491
6468,Baby Q,"Shop A, G/F, Wing Ming Garden, 8 Kau Hui Chik Street, Tai Po",$51-$100,Hong Kong Style,BBQ,Bar,,Tai Po,75,Hong Kong,Tai Po,114.16539,22.4535692
6469,Full Hei Korean Japanese Restaurant,"Shop 20, 1/F, 88 Square, NO.88 Po Heung Street, Tai Po",$101-$200,Korean,Japanese,All-you-can-eat,,Tai Po,300,Asian,Tai Po,114.1666755,22.4481991
